-64.2,158489.319246111,226639.726521939,-0.0266474377125032
-65.2,158489.319246111,226639.726521939,-0.0779180360866414
-66.2,158489.319246111,226639.726521939,-0.160314412607779
-67.2,158489.319246111,226639.726521939,-0.283791699880797
-68.2,158489.319246111,226639.726521939,-0.45658735094877
-69.2,158489.319246111,226639.726521939,-0.686834913371417
-70.2,158489.319246111,226639.726521939,-0.982343618893678
-71.2,158489.319246111,226639.726521939,-1.35117581284588
-72.2,158489.319246111,226639.726521939,-1.80145832136925
-73.2,158489.319246111,226639.726521939,-2.34387951407671
-74.2,158489.319246111,226639.726521939,-2.98523981442422
-75.2,158489.319246111,226639.726521939,-3.72618110827428
